Datetime,Tweet_Id,Tweet,Username,Reply_Count,Retweet_Count,Like_Count,Bank,Tweet_Clean,Sentiment,Hate_Speech,Offensive,Topic_Sport
2013-01-31 05:45:24+00:00,296856688659689472,That huge grin you get when u receive FNB's notification SMS at the end of the month!!!!!😁,Mbals24,0,0,0,fnb,that huge grin you get when u receive fnb notification sms at the end of the month,positive,non-hate,non-offensive,sports_&_gaming
2020-05-07 08:49:13+00:00,1258317956423049217,@khumalolkg 1. I'm currently using ABSA's Deposit Plus that requires you to have more than R15k balance in order to earn interest and with them I have 24hours access to my money with no penalties and I earn interest on my balance every month,ZithobileNcapai,1,0,0,absa,im currently using absa deposit plus that requires you to have more than rk balance in order to earn interest and with them i have hours access to my money with no penalties and i earn interest on my balance every month,neutral,non-hate,non-offensive,business_&_entrepreneurs
2012-12-04 12:53:39+00:00,275945963129020416,@Nedbank bedford centre - 2 tellers open out of 5 and 8 people in the queue - nice!,wayniezaza,1,0,0,nedbank,bedford centre tellers open out of and people in the queue nice,positive,non-hate,non-offensive,daily_life
2021-09-28 09:12:11+00:00,1442779158174699520,"Most y'all just wanna be extra talking bout capitec ruining your day, just go the nearest capitec ATM, withdraw the money and go make those payments. Le rata bo superstar https://t.co/HzsGUxfkBk",pakshisha,1,0,2,capitec,most yall just wanna be extra talking bout capitec ruining your day just go the nearest capitec atm withdraw the money and go make those payments le rata bo superstar,negative,non-hate,non-offensive,business_&_entrepreneurs
2017-06-16 09:35:57+00:00,875648127532843008,@DFuschia @mehulgohil @ps_soni_ @Chefbhasin @guiltlessfoodie @jaikumarpuri @vindee @foodonomist @salloni @bombayglutton @FnB_Buzz @2blissofbaking You are Blessed by the Gods. Congratulations ☺,Grubzon,0,0,2,fnb,you are blessed by the gods congratulations,positive,non-hate,non-offensive,daily_life
2016-10-29 09:24:16+00:00,792295979655503872,Been @FNBSA for called the call centre to block fraudulent debt order and it  took more than an hour 2 pick the c/center 2 respond I gaveup,OwenEdiasNdlovu,0,0,0,fnb,been for called the call centre to block fraudulent debt order and it took more than an hour pick the ccenter respond i gaveup,negative,non-hate,non-offensive,business_&_entrepreneurs
2022-08-27 12:23:07+00:00,1563502365608534017,"@Nedbank The Manamela Family 
#NedbankMoneyChallenge",SikhalaRichie12,0,0,0,nedbank,the manamela family,neutral,non-hate,non-offensive,daily_life
2019-01-29 08:04:01+00:00,1090158609667932161,"Guys, just got such amazing service from @FNBSA. Called the customer care line for help with my eWallet transaction and the lady was so nice and patient with my clumsy and slow self. 😊 Thank you again, Sheila! 🌻",Houseofmokes,0,0,0,fnb,guys just got such amazing service from called the customer care line for help with my ewallet transaction and the lady was so nice and patient with my clumsy and slow self thank you again sheila,positive,non-hate,non-offensive,business_&_entrepreneurs
2018-01-09 11:40:26+00:00,950693743715344385,@danfornace *get a cloud spike dair kill with absa,Harmless_xd,0,0,0,absa,get a cloud spike dair kill with absa,neutral,non-hate,non-offensive,sports_&_gaming
2021-08-02 09:13:20+00:00,1422123338147762176,@CrownNkhwashu How many foreigners have you seen working as tellers at Capitec?,Sid_well,1,0,17,capitec,how many foreigners have you seen working as tellers at capitec,neutral,non-hate,non-offensive,business_&_entrepreneurs
2012-04-18 08:41:12+00:00,192533223291621376,@nedbank benmore branch systems off so the bank is closed for business #notgoodenough,africanunsub,1,0,0,nedbank,benmore branch systems off so the bank is closed for business,negative,non-hate,non-offensive,business_&_entrepreneurs
2022-09-10 12:38:28+00:00,1568579662019964928,"@Buhlenomuhle @Evodia_faith Mara sometimes its really an honest question, otla ema line kganthe bona ba frditse and waity for something else. Like i know mo Hammanskraal, ko FNB hona le line ya deposits and line ya withdrawals",nubian6,0,0,15,fnb,mara sometimes its really an honest question otla ema line kganthe bona ba frditse and waity for something else like i know mo hammanskraal ko fnb hona le line ya deposits and line ya withdrawals,neutral,non-hate,non-offensive,business_&_entrepreneurs
2020-09-22 15:37:11+00:00,1308430148992196608,@FNBSA Hi. Any idea why i cannot link my apple watch to the app? Only getting this (see photo). All the other apps are working fine. Also tried reinstalling. Not working. https://t.co/bYH8gPmbiY,johanptg,2,3,0,fnb,hi any idea why i cannot link my apple watch to the app only getting this see photo all the other apps are working fine also tried reinstalling not working,negative,non-hate,non-offensive,science_&_technology
2019-07-23 05:20:09+00:00,1153535249407721473,"[ON NOW] Thabo Mtsweni, the spokesperson for the #HandsOffPublicProtector on the fundraising campaign for her legal fees after the apex court ruled that she must pay legal costs for the ABSA appeal review case personally. #SAfmSunrise @SAfmnews @SABCNewsOnline https://t.co/8p27h0PqTM",SAfmRadio,13,4,9,absa,on now thabo mtsweni the spokesperson for the on the fundraising campaign for her legal fees after the apex court ruled that she must pay legal costs for the absa appeal review case personally,neutral,non-hate,non-offensive,business_&_entrepreneurs
2016-11-22 13:51:02+00:00,801060422258307073,"@Tinyiko_Sphiwe Thank you for bringing this to our attention, we'll be sure to share this with our Branch networks to address.",Nedbank,0,0,0,nedbank,thank you for bringing this to our attention well be sure to share this with our branch networks to address,positive,non-hate,non-offensive,business_&_entrepreneurs
2022-02-08 15:40:35+00:00,1491074488091709444,@Absa_iiyambo 😂Soon you’ll hear his apology is not sincere and removed from a team sheet all for kicking ‘Ngato’😂,Shatty33,1,0,1,absa,soon youll hear his apology is not sincere and removed from a team sheet all for kicking ngato,negative,non-hate,non-offensive,sports_&_gaming
2021-11-01 05:53:10+00:00,1455050260770918402,@Ta_Fitty We really need to end the drought. Must go all out kwi NEDBANK CUP.,smarii_ky,1,0,0,nedbank,we really need to end the drought must go all out kwi nedbank cup,neutral,non-hate,non-offensive,sports_&_gaming
2015-07-07 07:50:45+00:00,618326269583880192,"@TiaanCK Thanks so much for your super kind words, Tiaan! Kind regards. RB Jacobs, FNB",Rb__sa,0,0,0,fnb,thanks so much for your super kind words tiaan kind regards rb jacobs fnb,positive,non-hate,non-offensive,daily_life
2018-08-08 06:08:07+00:00,1027073955126013953,#BeTheGeneration to end extreme poverty and join @GlblCtzn to honor the legacy of Nelson Mandela at FNB Stadium on 2 December! https://t.co/FXdO7zPbYJ,KhumaloNomusa,0,0,0,fnb,to end extreme poverty and join to honor the legacy of nelson mandela at fnb stadium on december,neutral,non-hate,non-offensive,sports_&_gaming
2015-12-28 12:18:43+00:00,681449195216199680,@Absa I just u it was not an online transaction. Please dont patronize me with the 'sorry for the inconvenience' line.,vyrus1,0,0,0,absa,i just u it was not an online transaction please dont patronize me with the orry for the inconvenience line,negative,non-hate,non-offensive,business_&_entrepreneurs
2013-11-18 09:22:00+00:00,402366065378086912,@Absa thanks you just made my day,rio_edwards,1,0,0,absa,thanks you just made my day,positive,non-hate,non-offensive,daily_life
2022-01-26 19:10:53+00:00,1486416371709878273,@AbsaSouthAfrica #ICanWithAbsa Zero Monthly fees 💜,mumpie99,0,0,0,absa,zero monthly fees,neutral,non-hate,non-offensive,business_&_entrepreneurs
2022-11-14 12:47:56+00:00,1592137254340005889,@FNBSA #LoveFNB    I can keep track of my all my finances and curb my spending when needed,Outjie18,0,0,0,fnb,i can keep track of my all my finances and curb my spending when needed,neutral,non-hate,non-offensive,daily_life
2018-07-26 06:06:14+00:00,1022362437012647936,@FNBSA worst service ever. The one arm doesn't know the other.,WarrenNebe,1,0,0,fnb,worst service ever the one arm doesnt know the other,negative,non-hate,non-offensive,daily_life
2021-05-26 09:28:50+00:00,1397484865851994113,@AustinManyisa @AbsaSouthAfrica Swimming 😭 #ICanWithAbsa #WeDoMoreWednesdays,__Tshepo,0,0,0,absa,swimming,neutral,non-hate,non-offensive,sports_&_gaming
2022-09-17 06:43:08+00:00,1571026951351173120,"@Nedbank @maxslifestyle1 Nedbank ✅✅✅
known as the most influential bank
✅✅✅ #JoinUsForTEA #TogetherBekeLeBeke @Nedbank
💚💚💚💚💚💚💚💚💚💚💚💚 https://t.co/hlkRu6fUcb",Happiness22_021,0,0,0,nedbank,nedbank known as the most influential bank,positive,non-hate,non-offensive,business_&_entrepreneurs
2021-03-02 06:29:59+00:00,1366636887474110464,"@KarenBayley4 @FNBSA I had the same problem. Now they sending me sms messages to say that my line will be suspended
What's going on MTN? Their billing system in chaos.",Glitzcheeks,1,0,0,fnb,i had the same problem now they sending me sms messages to say that my line will be suspended what going on mtn their billing system in chaos,negative,non-hate,non-offensive,business_&_entrepreneurs
2015-11-06 15:09:17+00:00,662647952368906240,"@PSSPFund . i would like an update on my
claim :reference number Enq-41585 @Absa",khumbulamoyo1,0,0,0,absa,i would like an update on my claim reference number enq,neutral,non-hate,non-offensive,business_&_entrepreneurs
2021-12-31 05:44:00+00:00,1476791226871525446,@IvynSambo @FNBSA come this side and see how colleagues are behaving with their fees.,IamSihleMbuyisa,0,0,2,fnb,come this side and see how colleagues are behaving with their fees,neutral,non-hate,non-offensive,daily_life
2018-07-27 06:14:18+00:00,1022726856565501952,"Bank account: ""Standard Bank"".................... paid to Acc. 4266 from SALARY/WAGE. 

Debit Order: https://t.co/GUgQBoJ59j",LuuTeeMoiloa,0,0,1,standard_bank,bank account standard bank paid to acc from salarywage debit order,neutral,non-hate,non-offensive,business_&_entrepreneurs
2012-06-06 13:41:01+00:00,210365680070041600,@Rbjacobs i am going back to FNB....,ngmaluka1,1,0,0,fnb,i am going back to fnb,neutral,non-hate,non-offensive,sports_&_gaming
2016-09-15 14:28:19+00:00,776427429145509888,@Absa done! :),Flrsi,1,0,0,absa,done,positive,non-hate,non-offensive,daily_life
2015-12-12 08:36:15+00:00,675595005109665792,@FNBSA Your Service in balfour park branch is horrendous.,Supersallysassy,1,0,0,fnb,your service in balfour park branch is horrendous,negative,non-hate,non-offensive,daily_life
2014-07-16 18:08:22+00:00,489471620231475200,Winner of the Absa L'atelier #AbsaArt is Liberty Battson,ArtSourceSA,0,0,0,absa,winner of the absa latelier is liberty battson,neutral,non-hate,non-offensive,sports_&_gaming
2010-07-19 12:09:42+00:00,18910993439,Absa's mobile site appeals to youth: Absa's mobile site is drawing younger visitors with downloadable music and games http://bit.ly/9XlB2D,mybroadband,0,0,0,absa,absa mobile site appeals to youth absa mobile site is drawing younger visitors with downloadable music and games,positive,non-hate,non-offensive,sports_&_gaming
2012-02-23 19:41:07+00:00,172767965584965632,RT @Nedbank: While our colleagues beat each other black and 'blue' we remain proudly green ~~&gt; very clever,goodrichZA,0,1,0,nedbank,while our colleagues beat each other black and blue we remain proudly green gt very clever,positive,non-hate,non-offensive,sports_&_gaming
2017-09-07 22:47:12+00:00,905925447799775234,@kwetterkeith @mikezilla14 @tumisole @FNBSA @ginamydog Forget...the flag on your name does not forget.,TsakaneK,0,0,0,fnb,forgetthe flag on your name does not forget,neutral,non-hate,non-offensive,sports_&_gaming
2017-12-18 07:45:34+00:00,942662106062704640,Industry Welcomes Fuzile Appointment As Standard CEO - [CAJ News] Johannesburg -BUSINESS leaders have welcomed the appointment of Lungisa Fuzile as the new Chief Executive Officer of Standard Bank South Africa. He is the former Director General at the... https://t.co/KTW1IE6Zre,VoteDA2019,0,0,0,standard_bank,industry welcomes fuzile appointment as standard ceo caj news johannesburg business leaders have welcomed the appointment of lungisa fuzile as the new chief executive officer of standard bank south africa he is the former director general at the,positive,non-hate,non-offensive,business_&_entrepreneurs
2021-12-15 09:49:06+00:00,1471054700887879683,"@KhutsoTheledi @AbsaSouthAfrica @Yfm True #WeDoMoreWednesdays
#ICanWithAbsa",MfaneloMahlangu,0,0,0,absa,true,positive,non-hate,non-offensive,daily_life
2021-06-30 08:15:46+00:00,1410150051041755137,@thedarrenmaule @ecr9495 @AbsaSouthAfrica @DarrenKeriSky I will definitely buy a nice present for my Grandmother who is turning 89 Next month #ICanWithAbsa,Dumie_Mbambo,0,0,1,absa,i will definitely buy a nice present for my grandmother who is turning next month,positive,non-hate,non-offensive,daily_life
2010-04-28 13:53:22+00:00,13007543169,"so, after relocation from the UK, promising service from #FNB in Table View to open acc, now leads to piss poor service from #FNB Homeloans",Boyd_Roberts,0,0,0,fnb,so after relocation from the uk promising service from in table view to open acc now leads to piss poor service from homeloans,negative,non-hate,non-offensive,daily_life
2015-07-23 18:19:32+00:00,624282716264112135,"#Metals #Trade Gold trapped in bear market, prices to advance in 2016 – Standard Bank http://t.co/d2SooCAnrJ by Otmane El Rhazi",OtmaneELRHAZIFX,0,0,0,standard_bank,gold trapped in bear market prices to advance in standard bank by otmane el rhazi,neutral,non-hate,non-offensive,business_&_entrepreneurs
2014-03-28 19:57:38+00:00,449636451802566656,"""@imaniloveee_: SPRING BREAK☺️😚🌷😄🎉""",__FNb,0,0,0,fnb,spring break,neutral,non-hate,non-offensive,daily_life
2013-08-23 11:40:13+00:00,370873105419632640,"Capitec @LiamNgobeni: FNB RT @TshegoFoster: Standard bank RT @Freddy_Vuitton: African Bank RT @Questionnier: Rep your bank? #QnA""""",i_dussty,0,0,0,standard_bank,capitec fnb standard bank african bank rep your bank,neutral,non-hate,non-offensive,business_&_entrepreneurs
2019-08-07 20:48:37+00:00,1159204723767070721,"@its_Bonolo Hi There. Your homies down at https://t.co/VQXz66nTM5 have restocked some Rosefest tickets to the JHB event! Get them at 30% off when you use your Nedbank ID, fam! #VisitUnlockedMe to get your tickets before they're gone.",Nedbank,0,0,0,nedbank,hi there your homies down at have restocked some rosefest tickets to the jhb event get them at off when you use your nedbank id fam to get your tickets before theyre gone,neutral,non-hate,non-offensive,daily_life
2021-05-24 15:00:13+00:00,1396843482971578369,"I be pissed off when capitec be giving me a bunch of R50 notes, now imagine getting a gang of R10 notes? yoh at least i know to never to consider banking with Nedbank",____sphiwe____,0,0,0,capitec,i be pissed off when capitec be giving me a bunch of r notes now imagine getting a gang of r notes yoh at least i know to never to consider banking with nedbank,negative,non-hate,non-offensive,business_&_entrepreneurs
2010-05-19 08:03:04+00:00,14282111112,Have you heard about the Standard Bank Internet Banking competition? You could win R1000. http://bit.ly/biRkSy,StandardBankZA,0,0,0,standard_bank,have you heard about the standard bank internet banking competition you could win r,neutral,non-hate,non-offensive,business_&_entrepreneurs
2014-08-20 05:40:29+00:00,501966983982641152,"The FNB Banking App is turning 3 &amp; you could win 1million eBucks. For more http://t.co/Kr272cZ5Dy. Download, Transact &amp; Win with the #FNBAPP",februasa,0,0,0,fnb,the fnb banking app is turning amp you could win million ebucks for more download transact amp win with the,positive,non-hate,non-offensive,business_&_entrepreneurs
2021-10-20 06:49:32+00:00,1450715793629622276,"Search for "" Standard Bank Home Loan---&gt;&gt;&gt;&gt; LookSee Property Solutions""

I love winners mna",lati_____,1,1,12,standard_bank,search for standard bank home loangtgtgtgt looksee property solutions i love winners mna,positive,non-hate,non-offensive,business_&_entrepreneurs
2014-04-02 14:04:13+00:00,451359450775838721,FNB Economics Sector Monthly – March - FNB Blog http://t.co/TtSzcRRN1a,sizwenxedlana,0,1,1,fnb,fnb economics sector monthly march fnb blog,neutral,non-hate,non-offensive,business_&_entrepreneurs
2021-11-11 14:03:05+00:00,1458797433346007051,@ClickMediaSA @Absa Congratulations Absa #TopCompaniesSA #TCSA,SythhB,0,0,0,absa,congratulations absa,positive,non-hate,non-offensive,daily_life
2020-01-01 07:23:17+00:00,1212273069676474368,"@fnb_la @nytimes The ""source"" clearly having a agenda? No thanks",abbasijawi,1,0,0,fnb,the source clearly having a agenda no thanks,negative,non-hate,non-offensive,daily_life
2014-09-10 09:03:47+00:00,509628288407732224,Yayness this bright yellow box arrived from .@Absa #AbsaFeaturesStore thank you guys cc Cerebra Communications http://t.co/mRfnZkUzMc,SpiceGoddess143,0,0,3,absa,yayness this bright yellow box arrived from thank you guys cc cerebra communications,positive,non-hate,non-offensive,daily_life
2011-08-18 17:53:21+00:00,104249539824852994,Golf bag - check. Golf shoes - check... Extra balls check check! #Gameon @HoughtonEstate tomorrow with #FNB,Ad_Mski,0,0,0,fnb,golf bag check golf shoes check extra balls check check tomorrow with,neutral,non-hate,non-offensive,sports_&_gaming
2015-08-20 07:35:17+00:00,634267444815785985,Cheers to the bank which cares for people of Mzansi @Absa,Ntuthuko_Mkhize,0,0,0,absa,cheers to the bank which cares for people of mzansi,positive,non-hate,non-offensive,business_&_entrepreneurs
2019-03-10 20:13:30+00:00,1104837706041999360,"Our other problem is that we keep voting for the same ANC that enables all of these white companies to keep exploiting us, nothing is going to happen to FNB!
#SpecialAssignment",TomiRikhotso,16,175,428,fnb,our other problem is that we keep voting for the same anc that enables all of these white companies to keep exploiting us nothing is going to happen to fnb,negative,non-hate,non-offensive,business_&_entrepreneurs
2021-12-15 06:33:47+00:00,1471005551010234375,"Facial Mapping Technology 
#ICanWithAbsa 
#wedomorewednesdays @AbsaSouthAfrica",ReeRee786,0,0,0,absa,facial mapping technology,neutral,non-hate,non-offensive,science_&_technology
2016-12-08 18:05:15+00:00,806922603747299330,"@FNBSA the atm's need to b disposed if dy r mulfunctioned , we can't risk de little money we have, we try to entrust you wit it ?",Makhevesa_,1,0,0,fnb,the atm need to b disposed if dy r mulfunctioned we cant risk de little money we have we try to entrust you wit it,neutral,non-hate,non-offensive,business_&_entrepreneurs
2018-06-10 09:15:18+00:00,1005740176549797889,"Pravin Gordhan has close to 25 000 shares in various real estate property investment trusts.

He also has more than 6 500 preference shares in Absa, FNB, Nedbank and Standard Bank.",Lindo_Mnisi,2,0,3,nedbank,pravin gordhan has close to shares in various real estate property investment trusts he also has more than preference shares in absa fnb nedbank and standard bank,neutral,non-hate,non-offensive,business_&_entrepreneurs
2022-12-05 14:09:34+00:00,1599767942543167488,"#ITjobs #jobseekers Capitec is hiring a Business Analyst : Card Processing Channels ( open to JHB candidates ) located in Cape Town. 5 to 10 years of experience.
https://t.co/kE6VLwdnGI",CareerWeb,0,0,0,capitec,capitec is hiring a business analyst card processing channels open to jhb candidates located in cape town to years of experience,neutral,non-hate,non-offensive,business_&_entrepreneurs
2022-05-27 06:32:49+00:00,1530074526255570944,"@Yfm @AbsaSouthAfrica Talk about one of the most affordable in South Africa 🇿🇦 &amp; that's @Dischem  Pharamacies hence I love shopping there &amp; the mere fact that they're in partnership with Absa says a lot about them hence I will forever trust them. 

#AbsaRewardsBDay @Yfm 

@AbsaSouthAfrica https://t.co/lG4i6xb19o",Papirazz,0,0,1,absa,talk about one of the most affordable in south africa amp that pharamacies hence i love shopping there amp the mere fact that theyre in partnership with absa says a lot about them hence i will forever trust them,positive,non-hate,non-offensive,business_&_entrepreneurs
2021-04-15 09:27:06+00:00,1382626525376315396,Cheer for your favourite Nedbank Cup team from home https://t.co/FkUJgfDdRS ! #NedbankCup2021 💚 https://t.co/d84w8lVaGl,GreshamMadhan,0,0,0,nedbank,cheer for your favourite nedbank cup team from home,positive,non-hate,non-offensive,sports_&_gaming
2018-09-18 09:18:48+00:00,1041979842206543874,Access to vaccines is critical to child health! Thank you @Nedbank for campaigning to #VaxTheNation. https://t.co/EBN2lEV7hZ,ReiyaByNomceboM,0,0,1,nedbank,access to vaccines is critical to child health thank you for campaigning to,positive,non-hate,non-offensive,science_&_technology
2022-02-02 06:28:51+00:00,1488761310980489218,"@AbsaSouthAfrica Only R4.90 a month
#ICanWithAbsa
#WeDoMoreWednesdays 💝😊😁",Brandy261365311,0,0,0,absa,only r a month,neutral,non-hate,non-offensive,daily_life
2012-03-31 05:48:41+00:00,185966826495287296,RT @O_youAFlyBully: I forgot this nigga @lowkey_fnb drink like a fish Imma be dead man just cracked that peach ciroc,Suave_Cash,0,0,0,fnb,i forgot this nigga drink like a fish imma be dead man just cracked that peach ciroc,negative,non-hate,offensive,daily_life
2014-04-22 08:46:14+00:00,458527182600806400,"@MSchoombie no, we can't have that. Would it be possible to DM us your issue?",Nedbank,0,0,0,nedbank,no we cant have that would it be possible to dm us your issue,negative,non-hate,non-offensive,business_&_entrepreneurs
2013-06-11 16:56:43+00:00,344498440807518208,@PennyLebyane Stay away from Absa.,justYour_Fav,0,0,0,absa,stay away from absa,negative,non-hate,non-offensive,daily_life
2019-09-03 20:11:46+00:00,1168979922901176320,@kojo_wale @AbsaSouthAfrica massa why should i inherit someone's enemy as a sign of loyalty? Let them solve their problems as big brothers. My food is burning let me attend to it,Samuel_amanor,1,0,1,absa,massa why should i inherit someone enemy as a sign of loyalty let them solve their problems as big brothers my food is burning let me attend to it,negative,non-hate,non-offensive,daily_life
2022-07-22 14:09:30+00:00,1550483177831022593,"Chantel is ready to reignite her passion!
 
Watch Episode 1 of the #ICanWithAbsaDrive show to see if she’ll win R40 000 in cash and prizes from our Absa Rewards partners. https://t.co/czX7XagCX5",AbsaSouthAfrica,80,45,155,absa,chantel is ready to reignite her passion watch episode of the show to see if shell win r in cash and prizes from our absa rewards partners,positive,non-hate,non-offensive,pop_culture
2022-10-28 08:12:55+00:00,1585907449915121667,"North West 

ABC Motsepe League Nedbank Cup Finals 

#NedbankCup #KeYona https://t.co/8CYuPG109T",Football__Stage,0,0,4,nedbank,north west abc motsepe league nedbank cup finals,neutral,non-hate,non-offensive,sports_&_gaming
2018-07-09 12:30:48+00:00,1016298621858406401,Nedbank mo ba leng #VBSBank https://t.co/V24ymSEhH5,pheladi_s,0,0,0,nedbank,nedbank mo ba leng,neutral,non-hate,non-offensive,business_&_entrepreneurs
2017-05-25 15:14:25+00:00,867760774776844288,"Are you referring to @StandardBankZA branch manager? If so, I'll be a standard Bank tomorrow morning. Tanks for your response https://t.co/CzIqLHKNLk",OagengTidikwe,1,0,0,standard_bank,are you referring to branch manager if so ill be a standard bank tomorrow morning tanks for your response,neutral,non-hate,non-offensive,business_&_entrepreneurs
2015-04-29 14:09:12+00:00,593416749942493184,"absa premiership
S'downs  vs  Chiefs
 AmaZulu  vs  P Stars
 Chippa  vs  Celtic
 Pirates  vs  SS Utd
 FS Stars  vs  Wits
 P City  vs  MP Aces",soccercafe1,0,0,0,absa,absa premiership sdowns vs chiefs amazulu vs p stars chippa vs celtic pirates vs ss utd fs stars vs wits p city vs mp aces,neutral,non-hate,non-offensive,sports_&_gaming
2020-04-06 18:49:42+00:00,1247235048681717762,"@Siya759 Thank you for switching over to us Siyabonga :) We do value you, have a great evening further.",Nedbank,0,0,0,nedbank,thank you for switching over to us siyabonga we do value you have a great evening further,positive,non-hate,non-offensive,daily_life
2017-03-03 09:22:42+00:00,837594069303963648,"Dear @FNBSA, I demand that you correct this &amp; tender an apology. I received a text &amp; an email on this. @Rbjacobs I am offended by this.",Ntsiki_Klaas,0,1,0,fnb,dear i demand that you correct this amp tender an apology i received a text amp an email on this i am offended by this,negative,non-hate,non-offensive,daily_life
2014-07-01 08:29:54+00:00,483890223495909376,John Vlismas commissions Pollen to create immersive multimedia experience for the FNB leadership conference: P... http://t.co/GFxsBpZjgD,MissLush_SA,0,0,0,fnb,john vlismas commissions pollen to create immersive multimedia experience for the fnb leadership conference p,neutral,non-hate,non-offensive,science_&_technology
2011-05-03 09:51:40+00:00,65352818650910720,Loving all these ABSA online banking #fail tweets. So glad I switched over! Cue evil laugh.,TheCreativePot,0,0,0,absa,loving all these absa online banking tweets so glad i switched over cue evil laugh,positive,non-hate,non-offensive,business_&_entrepreneurs
2010-01-04 16:25:39+00:00,7371479688,RT @twittoonz RT @osmosisfutzing: RT @mrswindycity standard bank on 95th and western is being torn down? Damn end of decade for real ^os,Standard_Blank,0,0,0,standard_bank,standard bank on th and western is being torn down damn end of decade for real os,negative,non-hate,offensive,business_&_entrepreneurs
2022-07-20 09:02:36+00:00,1549681168756490240,"@Smallest_Smudge Hi there, thank you for reaching out to us. We are terribly sorry for your experience. Your concerns are important to us; please send us a DM with your details. https://t.co/Y91Sa2GD66",AbsaSouthAfrica,0,3,3,absa,hi there thank you for reaching out to us we are terribly sorry for your experience your concerns are important to us please send us a dm with your details,positive,non-hate,non-offensive,business_&_entrepreneurs
2013-07-14 15:25:35+00:00,356434305548959745,New #FNB online banking is super impressive! Very simple and unique approach to design... bold for a bank!!,cwattrus,1,0,0,fnb,new online banking is super impressive very simple and unique approach to design bold for a bank,positive,non-hate,non-offensive,business_&_entrepreneurs
2022-04-25 03:14:02+00:00,1518428091214872581,@Xoliswa44812710 @lentsa_nicolas @LexoLetebele3 It's my 1st time seeing a business account from Capitec Bank. Very 1st time.,M_Mushavhela,1,0,1,capitec,it my st time seeing a business account from capitec bank very st time,neutral,non-hate,non-offensive,business_&_entrepreneurs
2020-09-14 14:02:54+00:00,1305507319158112262,Day by day  I get poor service from @FNBSA Pretorius street branch,FortuneWide,1,0,0,fnb,day by day i get poor service from pretorius street branch,negative,non-hate,non-offensive,daily_life
2017-11-26 03:35:30+00:00,934626643481677824,The Standard Bank app can never cope when it comes to month end. Always bombing out.,ntsako_m,0,0,0,standard_bank,the standard bank app can never cope when it comes to month end always bombing out,negative,non-hate,non-offensive,business_&_entrepreneurs
2022-05-30 08:25:09+00:00,1531189961130659840,@FNBSA Update and increase my limits #LoveFNB,Nomsa__Mjo,0,0,0,fnb,update and increase my limits,neutral,non-hate,non-offensive,daily_life
2012-03-26 11:09:57+00:00,184235736608940033,@Rbjacobs can you help me change my OTP? FNB call centre refuses to answer the phone and I cannot get into a branch.,reecejacobsen,1,0,0,fnb,can you help me change my otp fnb call centre refuses to answer the phone and i cannot get into a branch,negative,non-hate,non-offensive,daily_life
2013-01-23 15:19:15+00:00,294102000696709120,"""@IOL: Presidency surprised by FNB campaign http://t.co/ihWol7o4"" RT Out of the mouths of babies. Junior vrs Nkandla Homestead, well said",MoiraBaden,0,0,0,fnb,presidency surprised by fnb campaign out of the mouths of babies junior vrs nkandla homestead well said,neutral,non-hate,non-offensive,sports_&_gaming
2022-05-30 12:08:12+00:00,1531246093547323393,@TheUltimate_ZA this @AbsaSouthAfrica rewards program is the best thing ever because it literally covers everything!!! #ICanWithAbsa #AbsaRewardsBDay,asseenonig_,0,0,0,absa,this rewards program is the best thing ever because it literally covers everything,positive,non-hate,non-offensive,business_&_entrepreneurs
2022-10-18 11:34:13+00:00,1582334231547891713,@Nedbank problems with the app as well as the internet banking machine at Greenstone. Are you aware of any issues that might be stopping me using the service?,kieranrennie,1,0,0,nedbank,problems with the app as well as the internet banking machine at greenstone are you aware of any issues that might be stopping me using the service,negative,non-hate,non-offensive,science_&_technology
2022-06-05 16:18:15+00:00,1533483347988647936,@roboticdevelopr biggest update ever in the history of fnb #BLOXXINSWEEP https://t.co/oIdm3okWcC,swabby2x5,0,0,2,fnb,biggest update ever in the history of fnb,positive,non-hate,non-offensive,sports_&_gaming
2019-08-22 19:21:31+00:00,1164618619818524674,"Bow down to the @FNBSA Player of the Match Thapelo Madrati from @UFSweb who lead his team to a 2-0 victory over TUT in Round 5!
#iyachesa 🔥 https://t.co/Fa6Wto2cVo",VarsityDiski,1,4,25,fnb,bow down to the player of the match thapelo madrati from who lead his team to a victory over tut in round,neutral,non-hate,non-offensive,sports_&_gaming
2019-09-23 17:10:02+00:00,1176181945983746050,"@M_Eric_M Hi Mhlengi, We're sorry to hear about your experience, Kindly DM us your ID and contact details so we may assist you further.",Nedbank,0,0,0,nedbank,hi mhlengi were sorry to hear about your experience kindly dm us your id and contact details so we may assist you further,neutral,non-hate,non-offensive,business_&_entrepreneurs
2022-10-11 05:49:11+00:00,1579710684765749248,@tozimap Please stay vigilant.,AbsaSouthAfrica,0,0,1,absa,please stay vigilant,neutral,non-hate,non-offensive,daily_life
2015-11-28 02:47:06+00:00,670433705492639744,#FNB And a firstdown run follows,MLoughMacon,0,0,0,fnb,and a firstdown run follows,neutral,non-hate,non-offensive,sports_&_gaming
2022-10-18 20:42:13+00:00,1582472139701379072,@FNBSA Much preferred the previous version. This one looks washed out. It’s too light and too little colour. Hard to identify the icons. Your old logo was much better too .,JennyChurchill4,0,0,0,fnb,much preferred the previous version this one looks washed out its too light and too little colour hard to identify the icons your old logo was much better too,negative,non-hate,non-offensive,business_&_entrepreneurs
